RMSE,MAE,MAX,PCC,CCC,SNR,ROI,Video
1.379804011296368,1.1276633522727273,3.171875,0.8873611041540342,0.8007321481197461,9.685016310576236,holistic_median,from-0.5-to-4-alpha-25-level-2-chromAtn-0.5
1.4269976540614029,1.2140447443181819,3.171875,0.8946066417010458,0.7897385793483473,2.6795806927662906,patches_median,from-0.5-to-4-alpha-25-level-2-chromAtn-0.5
1.4471813569402467,1.2029474431818181,3.171875,0.8954606053493743,0.7838723294949413,2.6795806927662906,patches_clustering,from-0.5-to-4-alpha-25-level-2-chromAtn-0.5
18.63385205934664,10.225615530303031,72.5546875,-0.30762971967318153,-0.06971337341534463,1.0526705652856352,holistic_median,from-0.5-to-4-alpha-25-level-2-chromAtn-0
2.62666888119989,1.9843454071969697,7.384765625,0.45558531569521765,0.43268728226057657,-0.1535680994504329,patches_median,from-0.5-to-4-alpha-25-level-2-chromAtn-0
1.7151813039246384,1.4893465909090908,3.509765625,0.7977303514044362,0.7197739007965592,-0.1535680994504329,patches_clustering,from-0.5-to-4-alpha-25-level-2-chromAtn-0
1.392142714840142,1.1363636363636365,3.171875,0.8911264844749808,0.8018918363652193,9.398262464638913,holistic_median,from-0.5-to-4-alpha-25-level-2-chromAtn-1
1.4120648520692078,1.2065281723484849,3.171875,0.9041370560710944,0.7930954306700733,2.2696686107100863,patches_median,from-0.5-to-4-alpha-25-level-2-chromAtn-1
1.4613253990739279,1.2554450757575757,3.171875,0.883894348174404,0.7766060604600677,2.2696686107100863,patches_clustering,from-0.5-to-4-alpha-25-level-2-chromAtn-1
1.3932632394587476,1.10546875,3.171875,0.8888394526353055,0.7988995030445848,9.32296416976235,holistic_median,from-0.5-to-4-alpha-25-level-4-chromAtn-0.5
1.3350598651511107,1.0943714488636365,3.171875,0.8931906269674355,0.810760516409484,3.881617770953612,patches_median,from-0.5-to-4-alpha-25-level-4-chromAtn-0.5
1.425664211741062,1.1585582386363635,3.171875,0.8953228723395275,0.7943490137612192,3.881617770953612,patches_clustering,from-0.5-to-4-alpha-25-level-4-chromAtn-0.5
16.400428830931162,7.386600378787879,77.87890625,-0.02685215990788865,-0.006733819387344566,0.22522848372869758,holistic_median,from-0.5-to-4-alpha-25-level-4-chromAtn-0
2.4154268610231346,1.856149384469697,5.6015625,0.8116083225270853,0.6184547357661674,-1.0750441539637519,patches_median,from-0.5-to-4-alpha-25-level-4-chromAtn-0
1.574584028204145,1.3430397727272727,3.171875,0.813822938816519,0.7456165400642721,-1.0750441539637519,patches_clustering,from-0.5-to-4-alpha-25-level-4-chromAtn-0
1.404882229530299,1.1379024621212122,3.171875,0.885576556930662,0.7962177590556287,9.666990330725005,holistic_median,from-0.5-to-4-alpha-25-level-4-chromAtn-1
1.4225403673553587,1.2065281723484849,3.171875,0.8997990579220292,0.7882280589196142,3.4882890862045866,patches_median,from-0.5-to-4-alpha-25-level-4-chromAtn-1
1.3758083100920389,1.1141690340909092,3.171875,0.8985502521520792,0.8032637541036856,3.4882890862045866,patches_clustering,from-0.5-to-4-alpha-25-level-4-chromAtn-1
,,,,,,holistic_median,from-0.5-to-4-alpha-25-level-6-chromAtn-0.5
,,,,,,patches_median,from-0.5-to-4-alpha-25-level-6-chromAtn-0.5
,,,,,,patches_clustering,from-0.5-to-4-alpha-25-level-6-chromAtn-0.5
28.20379413575303,10.008108428030303,105.2109375,0.343247760543829,0.0465034649724115,1.5622283024431178,holistic_median,from-0.5-to-4-alpha-25-level-6-chromAtn-0
1.7043680210434597,1.4455492424242424,3.171875,0.8433115098658102,0.7192399384253791,-0.2125459972232806,patches_median,from-0.5-to-4-alpha-25-level-6-chromAtn-0
1.5191961449234967,1.2849786931818181,2.671875,0.8403850451093652,0.7427320803887766,-0.2125459972232806,patches_clustering,from-0.5-to-4-alpha-25-level-6-chromAtn-0
1.4826320118959282,1.2295809659090908,3.171875,0.8769728266776604,0.7783151125374409,8.54895313580831,holistic_median,from-0.5-to-4-alpha-25-level-6-chromAtn-1
1.4501437682943958,1.204486268939394,3.171875,0.8746275743894958,0.7821666908874905,5.9135664322159505,patches_median,from-0.5-to-4-alpha-25-level-6-chromAtn-1
1.4653689478314071,1.1909919507575757,3.171875,0.8694859141142925,0.7775679740710073,5.9135664322159505,patches_clustering,from-0.5-to-4-alpha-25-level-6-chromAtn-1
1.3516502064591833,1.1141690340909092,3.171875,0.8958648693318898,0.8081280822882911,9.712785139228359,holistic_median,from-0.5-to-4-alpha-50-level-2-chromAtn-0.5
1.4244740778586098,1.2140447443181819,3.171875,0.8935833696663126,0.7869047896045408,2.826324688327132,patches_median,from-0.5-to-4-alpha-50-level-2-chromAtn-0.5
1.7295773962982253,1.375118371212121,4.63671875,0.8464068435506057,0.7205582456922018,2.826324688327132,patches_clustering,from-0.5-to-4-alpha-50-level-2-chromAtn-0.5
24.63452879931989,13.043915719696969,84.005859375,-0.0793907680405966,-0.013193966258910565,-0.24579368136597401,holistic_median,from-0.5-to-4-alpha-50-level-2-chromAtn-0
9.269384157761834,6.9453125,21.73046875,0.36149698523229307,0.13531789686048956,-0.8635612990529449,patches_median,from-0.5-to-4-alpha-50-level-2-chromAtn-0
3.164838540026045,2.3417376893939394,10.208984375,0.6193119239123914,0.502479384701445,-0.8635612990529449,patches_clustering,from-0.5-to-4-alpha-50-level-2-chromAtn-0
1.355461287817312,1.097952178030303,3.171875,0.8950840711264516,0.8077011575847003,9.470864949804364,holistic_median,from-0.5-to-4-alpha-50-level-2-chromAtn-1
1.4225594127473988,1.2176254734848484,3.171875,0.90117884124908,0.7846618758363467,2.3342466805920457,patches_median,from-0.5-to-4-alpha-50-level-2-chromAtn-1
1.7779741275131258,1.4140625,4.63671875,0.83594092466794,0.7134048373504248,2.3342466805920457,patches_clustering,from-0.5-to-4-alpha-50-level-2-chromAtn-1
1.3624311882079767,1.10546875,3.171875,0.8867749764344154,0.8030167836735074,9.323784112930298,holistic_median,from-0.5-to-4-alpha-50-level-4-chromAtn-0.5
1.3929676330081646,1.1585582386363635,3.171875,0.8914009712037421,0.7955630080929932,3.965200481541229,patches_median,from-0.5-to-4-alpha-50-level-4-chromAtn-0.5
1.4150127064834603,1.1460108901515151,3.171875,0.8867529051079572,0.7932888277104456,3.965200481541229,patches_clustering,from-0.5-to-4-alpha-50-level-4-chromAtn-0.5
52.41305417806255,32.60179924242424,125.556640625,-0.3604021685066175,-0.026100927484146438,-1.2115605638334246,holistic_median,from-0.5-to-4-alpha-50-level-4-chromAtn-0
7.823140617883509,4.011067708333333,32.00390625,0.3719867380863158,0.15458136602270514,-1.6034010121471842,patches_median,from-0.5-to-4-alpha-50-level-4-chromAtn-0
1.8833356735039,1.563861268939394,4.490234375,0.6864831187011219,0.6248498463954522,-1.6034010121471842,patches_clustering,from-0.5-to-4-alpha-50-level-4-chromAtn-0
1.404882229530299,1.1379024621212122,3.171875,0.885576556930662,0.7962177590556287,9.654857895591043,holistic_median,from-0.5-to-4-alpha-50-level-4-chromAtn-1
1.423530389866045,1.2065281723484849,3.171875,0.9006418725021086,0.7904288039717745,3.47138504187266,patches_median,from-0.5-to-4-alpha-50-level-4-chromAtn-1
1.3758083100920389,1.1141690340909092,3.171875,0.8985502521520792,0.8032637541036856,3.47138504187266,patches_clustering,from-0.5-to-4-alpha-50-level-4-chromAtn-1
1.355461287817312,1.0844578598484849,3.171875,0.8950840711264518,0.8077011575847006,8.885343219294693,holistic_median,from-0.5-to-4-alpha-50-level-6-chromAtn-0.5
1.4040334373009098,1.1423413825757576,3.171875,0.8889932430190627,0.794414650747231,6.460242415919448,patches_median,from-0.5-to-4-alpha-50-level-6-chromAtn-0.5
1.4337142932713984,1.1807528409090908,3.171875,0.890773747210896,0.7953651556254707,6.460242415919448,patches_clustering,from-0.5-to-4-alpha-50-level-6-chromAtn-0.5
28.67947980146256,11.556936553030303,93.921875,0.4240051737544,0.05523795462054216,0.49443950707262213,holistic_median,from-0.5-to-4-alpha-50-level-6-chromAtn-0
1.885466422486716,1.6488813920454546,3.904296875,0.8563945150159529,0.6951493415264877,-0.6808424998907316,patches_median,from-0.5-to-4-alpha-50-level-6-chromAtn-0
1.4776385656831887,1.2870501893939394,2.671875,0.8266811182707217,0.7689453781442989,-0.6808424998907316,patches_clustering,from-0.5-to-4-alpha-50-level-6-chromAtn-0
1.481535190353666,1.2251420454545454,3.171875,0.8706308341938157,0.7756785775793895,8.45026969909668,holistic_median,from-0.5-to-4-alpha-50-level-6-chromAtn-1
1.5154929039451877,1.2599727746212122,3.171875,0.8644089186730537,0.7632486099032484,6.171507447054892,patches_median,from-0.5-to-4-alpha-50-level-6-chromAtn-1
1.4699912713553889,1.2116477272727273,3.171875,0.8750750848146456,0.7798915691104176,6.171507447054892,patches_clustering,from-0.5-to-4-alpha-50-level-6-chromAtn-1
1.3516502064591833,1.1141690340909092,3.171875,0.8958648693318898,0.8081280822882911,9.83366223898801,holistic_median,from-0.5-to-4-alpha-75-level-2-chromAtn-0.5
1.4294561257947385,1.2140447443181819,3.171875,0.8905688362105062,0.7824403302540637,2.8870393922834685,patches_median,from-0.5-to-4-alpha-75-level-2-chromAtn-0.5
1.7515313190451205,1.3689038825757576,4.63671875,0.7864049892628958,0.6994785050132862,2.8870393922834685,patches_clustering,from-0.5-to-4-alpha-75-level-2-chromAtn-0.5
16.342572579204358,10.946200284090908,34.201171875,-0.1579744871098974,-0.04021156076402018,-1.0579141009260307,holistic_median,from-0.5-to-4-alpha-75-level-2-chromAtn-0
21.189947443018664,12.445282907196969,74.0830078125,0.24434949087429297,0.04582534059228614,-1.1288734116224628,patches_median,from-0.5-to-4-alpha-75-level-2-chromAtn-0
3.4254085358714996,2.609848484848485,12.193359375,0.6000945083559683,0.44370655905552714,-1.1288734116224628,patches_clustering,from-0.5-to-4-alpha-75-level-2-chromAtn-0
1.355461287817312,1.097952178030303,3.171875,0.8950840711264516,0.8077011575847003,9.49413568684549,holistic_median,from-0.5-to-4-alpha-75-level-2-chromAtn-1
1.4161304404209427,1.195430871212121,3.171875,0.8981586011842831,0.7873171730667373,2.3808688828439424,patches_median,from-0.5-to-4-alpha-75-level-2-chromAtn-1
2.179004982044212,1.667672821969697,5.384765625,0.6647092544176365,0.5863482256140012,2.3808688828439424,patches_clustering,from-0.5-to-4-alpha-75-level-2-chromAtn-1
1.295297243017487,1.0610795454545454,3.171875,0.8986676943905774,0.8212970711872168,9.421567104079507,holistic_median,from-0.5-to-4-alpha-75-level-4-chromAtn-0.5
1.3845045764281831,1.1474609375,3.171875,0.8915616486372713,0.7975956976679363,4.059852420380621,patches_median,from-0.5-to-4-alpha-75-level-4-chromAtn-0.5
1.7601352498864944,1.3886126893939394,4.833984375,0.8628748915001433,0.7376833187366989,4.059852420380621,patches_clustering,from-0.5-to-4-alpha-75-level-4-chromAtn-0.5
45.386695268554256,27.57889441287879,126.2890625,-0.31028314332934914,-0.026319487161112147,-1.0831751400661287,holistic_median,from-0.5-to-4-alpha-75-level-4-chromAtn-0
13.731058017200318,6.573094223484849,57.90625,0.13333060539096486,0.034636032507801895,-1.6239070748755087,patches_median,from-0.5-to-4-alpha-75-level-4-chromAtn-0
1.9608390513512868,1.5828598484848484,5.08203125,0.7372385691676463,0.6833477932921423,-1.6239070748755087,patches_clustering,from-0.5-to-4-alpha-75-level-4-chromAtn-0
1.3952375267898658,1.1157078598484849,3.171875,0.8833557755557024,0.7976267640984587,9.667406605951713,holistic_median,from-0.5-to-4-alpha-75-level-4-chromAtn-1
1.3936482117209639,1.1621389678030303,3.171875,0.8977029437582795,0.793539101659538,3.5151353839671975,patches_median,from-0.5-to-4-alpha-75-level-4-chromAtn-1
1.9933763117770638,1.523319128787879,6.298828125,0.7359392967173494,0.6640869793228911,3.5151353839671975,patches_clustering,from-0.5-to-4-alpha-75-level-4-chromAtn-1
1.3198956834892523,1.0622632575757576,3.171875,0.9017255553984684,0.8176411966693546,8.82262860283707,holistic_median,from-0.5-to-4-alpha-75-level-6-chromAtn-0.5
1.3886976800174524,1.1423413825757576,3.171875,0.8931891841884619,0.7975080583207751,6.613428109523022,patches_median,from-0.5-to-4-alpha-75-level-6-chromAtn-0.5
1.4116541946164254,1.1525804924242424,3.171875,0.8854363228371516,0.7969750803222052,6.613428109523022,patches_clustering,from-0.5-to-4-alpha-75-level-6-chromAtn-0.5
35.69507448245872,16.975082859848484,93.189453125,0.32916342905217516,0.033525238160237975,0.38767142390662973,holistic_median,from-0.5-to-4-alpha-75-level-6-chromAtn-0
1.9437251760233314,1.6930042613636365,3.904296875,0.8684686274934855,0.6816051605808622,-0.765188604162893,patches_median,from-0.5-to-4-alpha-75-level-6-chromAtn-0
1.489457933725717,1.2774029356060606,3.171875,0.838749550127701,0.7715931035046311,-0.765188604162893,patches_clustering,from-0.5-to-4-alpha-75-level-6-chromAtn-0
1.5064737513258082,1.2473366477272727,3.171875,0.8655457444661356,0.7665352654756525,8.39972284707156,holistic_median,from-0.5-to-4-alpha-75-level-6-chromAtn-1
1.5191497763698554,1.2599727746212122,3.171875,0.8631133652932641,0.7621046729368207,6.064328542261412,patches_median,from-0.5-to-4-alpha-75-level-6-chromAtn-1
1.4515032526613185,1.1687973484848484,3.171875,0.8702840261202425,0.7824688370333993,6.064328542261412,patches_clustering,from-0.5-to-4-alpha-75-level-6-chromAtn-1
